
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '76.59912', 'CMB': 'N', 'VNODE': '52', 'MSG': 'DATA', 'RNODE': '48', 'DATE': '2017-Mar-21', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.456', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'N', 'FDIST': '1.44', 'LMO': 'N', 'BEAR': '00', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'TIME': '04:15:08 PM', 'LAT': '84.83946', 'ALT': '12.', 'INDI': 'N', 'LCLR': 'N'}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '146.5501', 'CMB': 'N', 'VNODE': '8', 'MSG': 'DATA', 'RNODE': '92', 'DATE': '2017-Mar-21', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.463', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'N', 'FDIST': '1.439', 'LMO': 'N', 'BEAR': '00', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'TIME': '07:02:25 PM', 'LAT': '76.96675', 'ALT': '603', 'INDI': 'N', 'LCLR': 'N'}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '26.63692', 'CMB': 'N', 'VNODE': '88', 'MSG': 'DATA', 'RNODE': '12', 'DATE': '2017-Mar-21', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.452', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'N', 'FDIST': '1.439', 'LMO': 'N', 'BEAR': '00', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'TIME': '07:02:29 PM', 'LAT': '84.08012', 'ALT': '383', 'INDI': 'N', 'LCLR': 'N'}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '32.75131', 'CMB': 'N', 'VNODE': '17', 'MSG': 'DATA', 'RNODE': '83', 'DATE': '2017-Mar-21', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.451', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'N', 'FDIST': '1.452', 'LMO': 'N', 'BEAR': '00', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'TIME': '07:02:37 PM', 'LAT': '18.98906', 'ALT': '262', 'INDI': 'N', 'LCLR': 'N'}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '28.61139', 'CMB': 'N', 'VNODE': '50', 'MSG': 'DATA', 'RNODE': '50', 'DATE': '2017-Mar-21', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.454', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'N', 'FDIST': '1.442', 'LMO': 'N', 'BEAR': '00', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'TIME': '07:05:06 PM', 'LAT': '50.78835', 'ALT': '922', 'INDI': 'N', 'LCLR': 'N'}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '164.6079', 'CMB': 'N', 'VNODE': '98', 'MSG': 'DATA', 'RNODE': '2', 'DATE': '2017-Mar-21', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.44', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'N', 'FDIST': '1.47', 'LMO': 'N', 'BEAR': '00', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'TIME': '07:05:23 PM', 'LAT': '88.90715', 'ALT': '937', 'INDI': 'N', 'LCLR': 'N'}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '8.052157', 'CMB': 'N', 'VNODE': '47', 'MSG': 'DATA', 'RNODE': '53', 'DATE': '2017-Mar-21', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.448', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'N', 'FDIST': '1.463', 'LMO': 'N', 'BEAR': '00', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'TIME': '07:05:34 PM', 'LAT': '23.81788', 'ALT': '859', 'INDI': 'N', 'LCLR': 'N'}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '158.4706', 'CMB': 'N', 'VNODE': '23', 'MSG': 'DATA', 'RNODE': '77', 'DATE': '2017-Mar-21', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.462', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'N', 'FDIST': '1.442', 'LMO': 'N', 'BEAR': '00', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'TIME': '07:05:45 PM', 'LAT': '62.57204', 'ALT': '522', 'INDI': 'N', 'LCLR': 'N'}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '51.08894', 'CMB': 'N', 'VNODE': '1', 'MSG': 'DATA', 'RNODE': '99', 'DATE': '2017-Mar-21', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.454', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'N', 'FDIST': '1.451', 'LMO': 'N', 'BEAR': '00', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'TIME': '07:05:55 PM', 'LAT': '34.50176', 'ALT': '95.', 'INDI': 'N', 'LCLR': 'N'}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '10.48064', 'CMB': 'N', 'VNODE': '35', 'MSG': 'DATA', 'RNODE': '65', 'DATE': '2017-Mar-21', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.43', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'N', 'FDIST': '1.463', 'LMO': 'N', 'BEAR': '00', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'TIME': '07:06:04 PM', 'LAT': '20.86911', 'ALT': '395', 'INDI': 'N', 'LCLR': 'N'}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '17.99676', 'CMB': 'N', 'VNODE': '92', 'MSG': 'DATA', 'RNODE': '8', 'DATE': '2017-Mar-21', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.464', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'N', 'FDIST': '1.444', 'LMO': 'N', 'BEAR': '00', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'TIME': '07:06:16 PM', 'LAT': '68.47742', 'ALT': '112', 'INDI': 'N', 'LCLR': 'N'}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '69.45139', 'CMB': 'N', 'VNODE': '63', 'MSG': 'DATA', 'RNODE': '37', 'DATE': '2017-Mar-21', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.45', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'N', 'FDIST': '1.458', 'LMO': 'N', 'BEAR': '00', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'TIME': '07:06:29 PM', 'LAT': '78.45359', 'ALT': '765', 'INDI': 'N', 'LCLR': 'N'}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '91.58115', 'CMB': 'N', 'VNODE': '87', 'MSG': 'DATA', 'RNODE': '13', 'DATE': '2017-Mar-21', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.464', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'N', 'FDIST': '1.464', 'LMO': 'N', 'BEAR': '00', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'TIME': '07:06:44 PM', 'LAT': '42.27104', 'ALT': '623', 'INDI': 'N', 'LCLR': 'N'}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '51.14441', 'CMB': 'N', 'VNODE': '83', 'MSG': 'DATA', 'RNODE': '17', 'DATE': '2017-Mar-21', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.454', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'N', 'FDIST': '1.46', 'LMO': 'N', 'BEAR': '00', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'TIME': '07:06:54 PM', 'LAT': '78.83246', 'ALT': '373', 'INDI': 'N', 'LCLR': 'N'}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '38.31747', 'CMB': 'N', 'VNODE': '49', 'MSG': 'DATA', 'RNODE': '51', 'DATE': '2017-Mar-21', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.442', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'N', 'FDIST': '1.463', 'LMO': 'N', 'BEAR': '00', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'TIME': '07:07:05 PM', 'LAT': '75.56441', 'ALT': '789', 'INDI': 'N', 'LCLR': 'N'}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '81.63163', 'CMB': 'N', 'VNODE': '68', 'MSG': 'DATA', 'RNODE': '32', 'DATE': '2017-Mar-21', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.452', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'N', 'FDIST': '1.457', 'LMO': 'N', 'BEAR': '00', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'TIME': '07:07:17 PM', 'LAT': '18.66803', 'ALT': '541', 'INDI': 'N', 'LCLR': 'N'}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '165.8131', 'CMB': 'N', 'VNODE': '83', 'MSG': 'DATA', 'RNODE': '17', 'DATE': '2017-Mar-21', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.468', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'N', 'FDIST': '1.456', 'LMO': 'N', 'BEAR': '00', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'TIME': '07:07:29 PM', 'LAT': '81.37829', 'ALT': '724', 'INDI': 'N', 'LCLR': 'N'}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '124.5942', 'CMB': 'N', 'VNODE': '30', 'MSG': 'DATA', 'RNODE': '70', 'DATE': '2017-Mar-21', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.454', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'N', 'FDIST': '1.444', 'LMO': 'N', 'BEAR': '00', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'TIME': '07:12:19 PM', 'LAT': '13.20678', 'ALT': '284', 'INDI': 'N', 'LCLR': 'N'}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '103.3413', 'CMB': 'N', 'VNODE': '21', 'MSG': 'DATA', 'RNODE': '79', 'DATE': '2017-Mar-21', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.474', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'N', 'FDIST': '1.46', 'LMO': 'N', 'BEAR': '00', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'TIME': '07:24:30 PM', 'LAT': '22.19854', 'ALT': '757', 'INDI': 'N', 'LCLR': 'N'}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '30.22412', 'CMB': 'N', 'VNODE': '69', 'MSG': 'DATA', 'RNODE': '31', 'DATE': '2017-Mar-21', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.474', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'N', 'FDIST': '1.454', 'LMO': 'N', 'BEAR': '00', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'TIME': '07:36:02 PM', 'LAT': '21.25016', 'ALT': '348', 'INDI': 'N', 'LCLR': 'N'}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '86.77017', 'CMB': 'N', 'VNODE': '38', 'MSG': 'DATA', 'RNODE': '62', 'DATE': '2017-Mar-21', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.458', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'N', 'FDIST': '1.464', 'LMO': 'N', 'BEAR': '00', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'TIME': '07:36:40 PM', 'LAT': '79.40135', 'ALT': '984', 'INDI': 'N', 'LCLR': 'N'}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '122.7114', 'CMB': 'N', 'VNODE': '97', 'MSG': 'DATA', 'RNODE': '3', 'DATE': '2017-Mar-21', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.464', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'N', 'FDIST': '1.464', 'LMO': 'N', 'BEAR': '00', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'TIME': '07:37:14 PM', 'LAT': '56.73827', 'ALT': '822', 'INDI': 'N', 'LCLR': 'N'}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '135.4018', 'CMB': 'N', 'VNODE': '89', 'MSG': 'DATA', 'RNODE': '11', 'DATE': '2017-Mar-21', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.448', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'N', 'FDIST': '1.469', 'LMO': 'N', 'BEAR': '00', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'TIME': '07:37:49 PM', 'LAT': '43.10144', 'ALT': '683', 'INDI': 'N', 'LCLR': 'N'}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '137.9954', 'CMB': 'N', 'VNODE': '20', 'MSG': 'DATA', 'RNODE': '80', 'DATE': '2017-Mar-21', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.442', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'N', 'FDIST': '1.456', 'LMO': 'N', 'BEAR': '00', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'TIME': '07:38:20 PM', 'LAT': '47.45733', 'ALT': '204', 'INDI': 'N', 'LCLR': 'N'}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '83.58700', 'CMB': 'N', 'VNODE': '9', 'MSG': 'DATA', 'RNODE': '91', 'DATE': '2017-Mar-21', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.434', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'N', 'FDIST': '1.46', 'PITCH': 0.2647659298123184, 'BEAR': 175.28964017194897, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '08:01:41 PM', 'LAT': '15.25507', 'ALT': '505', 'INDI': 'N', 'ROLL': -0.052953570424770446}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '175.8804', 'CMB': 'N', 'VNODE': '53', 'MSG': 'DATA', 'RNODE': '47', 'DATE': '2017-Mar-21', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.43', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'N', 'FDIST': '1.458', 'PITCH': -9.130159602087824, 'BEAR': -150.0089136766587, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '08:07:11 PM', 'LAT': '86.89841', 'ALT': '561', 'INDI': 'N', 'ROLL': 1.6502583449999426}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '84.30729', 'CMB': 'N', 'VNODE': '4', 'MSG': 'DATA', 'RNODE': '96', 'DATE': '2017-Mar-21', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.434', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'N', 'FDIST': '1.456', 'PITCH': -16.547926849855383, 'BEAR': -169.6132857656403, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '08:07:17 PM', 'LAT': '85.67953', 'ALT': '494', 'INDI': 'N', 'ROLL': -20.62743774886146}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '110.3497', 'CMB': 'N', 'VNODE': '92', 'MSG': 'DATA', 'RNODE': '8', 'DATE': '2017-Mar-21', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.458', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'N', 'FDIST': '1.454', 'PITCH': 5.91636651221077, 'BEAR': 68.5688327237668, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '08:07:22 PM', 'LAT': '31.54545', 'ALT': '501', 'INDI': 'N', 'ROLL': -1.7275299878263322}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '65.76493', 'CMB': 'N', 'VNODE': '30', 'MSG': 'DATA', 'RNODE': '70', 'DATE': '2017-Mar-21', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.451', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'N', 'FDIST': '1.44', 'PITCH': 4.6685865533792095, 'BEAR': 61.87626461671118, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '08:07:37 PM', 'LAT': '48.78197', 'ALT': '927', 'INDI': 'N', 'ROLL': -4.684162392812722}
